expense_ratio,risk_level,returns_1yr,cluster
0.08300395256916998,0.4000000000000001,0.15747508305647842,0
0.11857707509881424,0.0,0.1681063122923588,9
0.18577075098814233,0.8,0.14418604651162792,4
0.2173913043478261,1.0000000000000002,0.16079734219269104,8
0.43873517786561267,1.0000000000000002,0.16611295681063123,1
0.12252964426877472,0.4000000000000001,0.16079734219269104,0
0.09881422924901187,0.2,0.16345514950166115,2
0.24901185770750991,0.6000000000000001,0.18870431893687709,5
0.3241106719367589,1.0000000000000002,0.033887043189368776,8
0.6600790513833993,1.0000000000000002,0.17209302325581396,3
0.22924901185770755,0.4000000000000001,0.18073089700996678,0
0.4268774703557312,1.0000000000000002,0.06511627906976744,1
0.3754940711462451,1.0000000000000002,0.09302325581395349,1
0.4545454545454546,0.6000000000000001,0.1362126245847176,7
0.316205533596838,1.0000000000000002,0.1169435215946844,8
0.06719367588932808,0.2,0.16943521594684385,2
0.3952569169960475,1.0000000000000002,0.12624584717607973,1
0.0632411067193676,1.0000000000000002,0.14750830564784054,4
0.11067193675889331,0.6000000000000001,0.16212624584717608,5
0.11857707509881424,0.8,0.15548172757475084,4
0.383399209486166,1.0000000000000002,0.1415282392026578,1
0.03557312252964427,0.8,0.20930232558139536,4
0.09090909090909091,0.4000000000000001,0.1548172757475083,0
0.1699604743083004,0.4000000000000001,0.1541528239202658,0
0.3003952569169961,1.0000000000000002,0.16146179401993355,8
0.6482213438735179,1.0000000000000002,0.22059800664451829,3
0.8260869565217392,1.0000000000000002,0.1036544850498339,3
0.05928853754940712,0.4000000000000001,0.16877076411960135,0
0.13043478260869568,0.4000000000000001,0.16877076411960135,0
0.5928853754940713,1.0000000000000002,0.1116279069767442,3
0.316205533596838,0.6000000000000001,0.27774086378737545,5
0.45059288537549413,1.0000000000000002,0.10697674418604652,1
0.05928853754940712,0.4000000000000001,0.1681063122923588,0
0.10276679841897235,1.0000000000000002,0.1355481727574751,4
0.4189723320158104,1.0000000000000002,0.15083056478405316,1
0.3399209486166008,0.6000000000000001,0.1548172757475083,5
0.11067193675889331,0.4000000000000001,0.16744186046511628,0
0.1264822134387352,0.4000000000000001,0.16744186046511628,0
0.3873517786561266,1.0000000000000002,0.11561461794019934,1
0.3438735177865613,1.0000000000000002,0.11096345514950168,1
0.09881422924901187,0.0,0.1681063122923588,9
0.25296442687747034,1.0000000000000002,0.13887043189368772,8
0.10671936758893283,0.4000000000000001,0.16079734219269104,0
0.22529644268774707,1.0000000000000002,0.0903654485049834,8
0.3952569169960475,1.0000000000000002,0.08770764119601329,1
0.0632411067193676,0.4000000000000001,0.16345514950166115,0
0.29644268774703564,0.6000000000000001,0.16677740863787377,5
0.0790513833992095,0.4000000000000001,0.15348837209302327,0
0.3241106719367589,0.6000000000000001,0.14019933554817277,5
0.25296442687747034,1.0000000000000002,0.07574750830564785,8
0.26877470355731226,1.0000000000000002,0.033222591362126255,8
0.13043478260869568,0.4000000000000001,0.15747508305647842,0
0.04347826086956523,0.8,0.22724252491694352,4
0.03557312252964427,0.2,0.16877076411960135,2
0.31225296442687756,1.0000000000000002,0.05714285714285715,8
0.2015810276679842,1.0000000000000002,0.1142857142857143,8
0.316205533596838,0.6000000000000001,0.14285714285714288,5
0.09486166007905139,0.4000000000000001,0.16345514950166115,0
0.1897233201581028,1.0000000000000002,0.15348837209302327,8
0.13043478260869568,0.6000000000000001,0.1654485049833887,5
0.09090909090909091,0.2,0.16611295681063123,2
0.26086956521739135,1.0000000000000002,0.09700996677740864,8
0.1422924901185771,0.8,0.13953488372093023,4
0.7944664031620554,1.0000000000000002,0.2212624584717608,3
0.8458498023715417,0.4000000000000001,0.2790697674418605,7
0.5849802371541503,0.6000000000000001,1.0,6
0.7233201581027668,1.0000000000000002,0.14883720930232558,3
0.047430830039525695,0.2,0.16877076411960135,2
0.5889328063241108,1.0000000000000002,0.1813953488372093,3
0.7351778656126483,1.0000000000000002,0.12890365448504984,3
0.3517786561264823,1.0000000000000002,0.1036544850498339,1
0.36363636363636365,0.2,0.31893687707641194,2
0.49407114624505943,1.0000000000000002,0.13687707641196015,1
0.11857707509881424,0.4000000000000001,0.1654485049833887,0
0.2173913043478261,1.0000000000000002,0.1541528239202658,8
0.1699604743083004,0.0,0.1654485049833887,9
0.6205533596837945,1.0000000000000002,0.17475083056478408,3
0.2845849802371542,0.6000000000000001,0.15548172757475084,5
0.10276679841897235,0.2,0.14950166112956811,2
0.2845849802371542,0.6000000000000001,0.16877076411960135,5
0.2569169960474309,0.4000000000000001,0.1654485049833887,0
0.4189723320158104,1.0000000000000002,0.11495016611295682,1
0.24110671936758896,1.0000000000000002,0.13421926910299004,8
0.031620553359683806,0.4000000000000001,0.15548172757475084,0
0.34782608695652173,1.0000000000000002,0.15083056478405316,1
0.051383399209486175,0.2,0.16877076411960135,2
0.13043478260869568,0.4000000000000001,0.16411960132890366,0
0.24901185770750991,0.4000000000000001,0.1568106312292359,0
0.20948616600790515,1.0000000000000002,0.146843853820598,8
0.4110671936758894,1.0000000000000002,0.11960132890365449,1
0.12252964426877472,0.4000000000000001,0.15880398671096346,0
0.16600790513833993,1.0000000000000002,0.14219269102990034,8
0.2015810276679842,0.6000000000000001,0.15614617940199335,5
0.37154150197628466,1.0000000000000002,0.17807308970099667,1
0.13043478260869568,0.2,0.15747508305647842,2
0.2371541501976285,0.4000000000000001,0.16212624584717608,0
0.21343873517786563,1.0000000000000002,0.12956810631229237,8
0.22529644268774707,1.0000000000000002,0.14285714285714288,8
0.22924901185770755,1.0000000000000002,0.13887043189368772,8
