scheme_code
100033
100034
100037
100038
100041
100042
100043
100044
100046
100047
100048
100049
100051
100052
100053
100054
100055
100056
100057
100058
100059
100060
100061
100062
100063
100064
100065
100066
100067
100956
100970
100971
100972
101313
101314
101315
101316
101317
101318
101591
112210
112211
112212
112213
112214
112215
112216
112217
112277
112278
112322
112323
112354
112355
112369
112679
112680
112681
112682
112683
112684
112712
118484
109255
109264
109269
110606
110607
110608
111585
111589
111590
111709
111710
113036
119333
119334
119340
119354
119399
119400
119415
119416
133488
133517
133518
133520
139344
140463
142245
142246
100589
100590
100593
100596
100597
100600
100601
101361
101362
101363
101364
101365
101587
101588
101589
101922
100077
100078
100079
100080
100081
100082
100084
100085
100086
100087
100088
100089
100090
100940
100941
100943
101303
101304
101305
101306
101635
101636
101742
101743
101744
109934
109935
109936
109937
109938
109939
109940
109941
109942
109944
109945
109946
109949
109950
100470
100471
100472
100473
100481
100482
100483
100484
100485
100486
100487
100489
100490
100491
100493
100494
100495
100498
100499
100503
100504
100119
100120
100121
100122
100123
100124
100282
100283
100284
100285
100868
100869
100870
100871
100872
100873
100874
100875
100876
100877
100878
100881
100899
100900
100997
100998
101081
101082
101083
101084
101281
101282
101430
101431
101480
101481
101482
101593
101594
101597
101598
101599
101600
101685
101686
101687
101688
101691
101692
101693
101694
101696
101697
101698
101699
101700
101701
101702
102065
102066
102251
102252
102257
102258
102259
102260
102261
102262
100348
100349
100350
100351
100352
100353
100354
100355
100356
100357
100358
100359
100360
100361
100362
100363
100364
100365
100366
100367
100368
100369
100370
100371
100372
100952
100953
100954
100955
101098
101127
101143
101144
101165
101221
101228
101229
101230
101231
101349
101350
101351
101617
101618
101619
113062
113063
113096
113102
113103
113104
113249
113250
113251
113252
113253
113254
114630
114633
122612
131579
125337
115991
115992
115993
115994
115995
116424
104483
104484
104485
104486
104487
104488
104489
104490
104491
104492
104635
104636
104722
104723
104724
104725
104726
104727
104728
104729
105024
103780
101805
100220
120491
120488
100218
100233
143603
100222
107288
100254
100261
100262
100263
100264
100265
100278
100279
100280
100281
100286
100289
100290
100291
100292
100298
100299
100300
100301
100828
100829
100830
100831
100832
100833
100834
100835
100836
101372
118069
100312
100313
100314
100315
100316
100317
100318
100319
100321
100323
100325
100332
100864
100865
101184
101185
139534
139535
139536
139537
139538
139539
107578
107579
107589
107646
107647
107648
107649
107656
107657
117141
122388
122389
122390
124233
124303
124305
112408
112645
112647
112648
113142
100379
100383
100385
100386
100387
100837
100838
100851
100853
100856
100858
100859
101665
101667
101862
101864
102172
102173
102174
102431
102432
102433
102673
102675
102676
102677
102751
102752
102753
102848
102849
102851
103048
103050
103051
103052
122640
116484
116485
120084
120086
125305
125306
133836
133837
133838
133839
135598
135599
135600
135601
138254
100171
100172
100173
100174
100175
100176
100177
100630
100631
101065
101066
103490
103491
103734
103735
103736
107693
108479
100638
100639
100640
100641
100643
100644
100645
100717
100915
100917
100927
100928
100929
100934
100968
100999
101001
101002
101003
101160
101169
101206
101295
101530
101551
101929
101932
101933
101934
101935
101950
101951
101952
102030
102053
102054
102055
102056
102058
102061
102201
102202
125711
100602
100603
100604
100605
100606
100607
100608
100609
100610
100611
100612
100613
100614
100617
100618
100619
100620
100621
100622
100623
100780
100781
100782
100783
100784
100785
100786
100787
100788
100414
100415
100416
100417
100418
100474
100475
101000
101042
101049
101186
101222
101224
101419
101471
101489
101490
101491
101547
101548
101605
101606
101609
101659
101672
100476
100477
100480
101094
101095
101113
101114
101209
100496
100497
115270
115290
115398
115399
115400
115401
115402
100381
100382
100646
100648
100650
100651
100656
100657
100663
100664
100668
100669
100678
100682
100684
100685
100711
100712
100723
100724
100725
100739
100740
100741
100742
100748
100749
100750
100751
100800
100801
100802
100803
145963
