expense_ratio,risk_level,returns_1yr,cluster
0.0830039525691699,0.4000000000000001,0.1574750830564784,5
0.1185770750988142,0.0,0.1681063122923588,8
0.1857707509881423,0.8,0.1441860465116279,2
0.2173913043478261,1.0000000000000002,0.160797342192691,6
0.4387351778656126,1.0000000000000002,0.1661129568106312,1
0.1225296442687747,0.4000000000000001,0.160797342192691,5
0.0988142292490118,0.2,0.1634551495016611,0
0.2490118577075099,0.6000000000000001,0.188704318936877,2
0.3241106719367589,1.0000000000000002,0.0338870431893687,6
0.6600790513833993,1.0000000000000002,0.1720930232558139,4
0.2292490118577075,0.4000000000000001,0.1807308970099667,5
0.4268774703557312,1.0000000000000002,0.0651162790697674,1
0.3754940711462451,1.0000000000000002,0.0930232558139534,1
0.4545454545454546,0.6000000000000001,0.1362126245847176,7
0.316205533596838,1.0000000000000002,0.1169435215946844,6
0.067193675889328,0.2,0.1694352159468438,0
0.3952569169960475,1.0000000000000002,0.1262458471760797,1
0.0632411067193676,1.0000000000000002,0.1475083056478405,3
0.1106719367588933,0.6000000000000001,0.162126245847176,2
0.1185770750988142,0.8,0.1554817275747508,3
0.383399209486166,1.0000000000000002,0.1415282392026578,1
0.0355731225296442,0.8,0.2093023255813953,3
0.0909090909090909,0.4000000000000001,0.1548172757475083,5
0.1699604743083004,0.4000000000000001,0.1541528239202658,5
0.3003952569169961,1.0000000000000002,0.1614617940199335,6
0.6482213438735179,1.0000000000000002,0.2205980066445182,4
0.8260869565217392,1.0000000000000002,0.1036544850498339,4
0.0592885375494071,0.4000000000000001,0.1687707641196013,5
0.1304347826086956,0.4000000000000001,0.1687707641196013,5
0.5928853754940713,1.0000000000000002,0.1116279069767442,4
0.316205533596838,0.6000000000000001,0.2777408637873754,2
0.4505928853754941,1.0000000000000002,0.1069767441860465,1
0.0592885375494071,0.4000000000000001,0.1681063122923588,5
0.1027667984189723,1.0000000000000002,0.1355481727574751,3
0.4189723320158104,1.0000000000000002,0.1508305647840531,1
0.3399209486166008,0.6000000000000001,0.1548172757475083,2
0.1106719367588933,0.4000000000000001,0.1674418604651162,5
0.1264822134387352,0.4000000000000001,0.1674418604651162,5
0.3873517786561266,1.0000000000000002,0.1156146179401993,1
0.3438735177865613,1.0000000000000002,0.1109634551495016,1
0.0988142292490118,0.0,0.1681063122923588,8
0.2529644268774703,1.0000000000000002,0.1388704318936877,6
0.1067193675889328,0.4000000000000001,0.160797342192691,5
0.225296442687747,1.0000000000000002,0.0903654485049834,6
0.3952569169960475,1.0000000000000002,0.0877076411960132,1
0.0632411067193676,0.4000000000000001,0.1634551495016611,5
0.2964426877470356,0.6000000000000001,0.1667774086378737,2
0.0790513833992095,0.4000000000000001,0.1534883720930232,5
0.3241106719367589,0.6000000000000001,0.1401993355481727,2
0.2529644268774703,1.0000000000000002,0.0757475083056478,6
0.2687747035573122,1.0000000000000002,0.0332225913621262,6
0.1304347826086956,0.4000000000000001,0.1574750830564784,5
0.0434782608695652,0.8,0.2272425249169435,3
0.0355731225296442,0.2,0.1687707641196013,0
0.3122529644268775,1.0000000000000002,0.0571428571428571,6
