expense_ratio,risk_level,cluster,scheme_code,returns_1yr
0.2411067193675889,1.0000000000000002,0,119416,0.5
0.0316205533596838,0.4000000000000001,5,133488,3.7
0.3478260869565217,1.0000000000000002,4,133517,3.0
0.0513833992094861,0.2,1,133518,5.7
0.1304347826086956,0.4000000000000001,5,133520,5.0
0.2490118577075099,0.4000000000000001,5,139344,3.9
0.2094861660079051,1.0000000000000002,0,140463,2.4
0.4110671936758894,1.0000000000000002,4,142245,-1.7
0.1225296442687747,0.4000000000000001,5,142246,4.2
0.1660079051383399,1.0000000000000002,0,100589,1.7
0.2015810276679842,0.6000000000000001,9,100590,3.8
0.3715415019762846,1.0000000000000002,4,100593,7.1
0.1304347826086956,0.2,1,100596,4.0
0.2371541501976285,0.4000000000000001,5,100597,4.7
0.2134387351778656,1.0000000000000002,0,100600,-0.2
0.225296442687747,1.0000000000000002,0,100601,1.8
0.2292490118577075,1.0000000000000002,0,101361,1.2
0.1936758893280633,1.0000000000000002,0,101362,-0.9
0.1897233201581028,0.4000000000000001,5,101363,4.3
0.2727272727272728,0.4000000000000001,5,101364,3.9
0.4980237154150199,1.0000000000000002,8,101365,13.7
0.0197628458498023,0.2,1,101587,5.6
0.0988142292490118,0.2,1,101588,5.0
0.1620553359683794,0.2,1,101589,4.1
0.1343873517786561,0.2,1,101922,5.2
0.1146245059288537,0.0,7,100077,5.6
0.1067193675889328,0.2,1,100078,4.0
0.1304347826086956,0.4000000000000001,5,100079,3.8
0.1264822134387352,0.6000000000000001,6,100080,10.8
0.2569169960474309,0.8,6,100081,1.7
0.2845849802371542,1.0000000000000002,4,100082,0.6
0.3359683794466404,1.0000000000000002,4,100084,3.2
0.1343873517786561,0.6000000000000001,6,100085,4.0
0.2766798418972332,1.0000000000000002,4,100086,-0.1
0.4031620553359685,1.0000000000000002,4,100087,-1.7
0.1897233201581028,0.4000000000000001,5,100088,4.4
0.5059288537549408,1.0000000000000002,8,100089,15.8
0.0355731225296442,0.4000000000000001,5,100090,5.6
0.0948616600790513,0.2,1,100940,5.1
0.2806324110671937,1.0000000000000002,4,100941,-3.9
0.4545454545454546,1.0000000000000002,8,100943,-0.7
0.1343873517786561,1.0000000000000002,0,101303,2.2
0.1778656126482213,0.4000000000000001,5,101304,3.0
0.075098814229249,0.4000000000000001,5,101305,5.0
0.0948616600790513,0.2,1,101306,4.1
0.3320158102766799,1.0000000000000002,4,101635,0.7
0.1620553359683794,0.2,1,101636,3.0
0.2964426877470356,1.0000000000000002,4,101742,1.8
0.4782608695652175,1.0000000000000002,8,101743,3.6
0.0948616600790513,0.2,1,101744,5.5
0.1185770750988142,1.0000000000000002,0,109934,6.5
0.1225296442687747,0.0,7,109935,5.8
0.1778656126482213,1.0000000000000002,0,109936,2.9
0.0790513833992095,0.4000000000000001,5,109937,3.5
0.2529644268774703,0.6000000000000001,9,109938,4.4
0.1976284584980237,1.0000000000000002,0,109939,1.9
0.2371541501976285,0.4000000000000001,5,109940,4.3
0.2134387351778656,1.0000000000000002,0,109941,1.2
0.3438735177865613,1.0000000000000002,4,109942,4.9
0.0355731225296442,0.4000000000000001,5,109944,5.6
0.2490118577075099,1.0000000000000002,0,109945,0.9
0.2015810276679842,1.0000000000000002,0,109946,4.9
0.0790513833992095,0.2,1,109949,4.9
0.2173913043478261,1.0000000000000002,0,109950,-13.8
0.4901185770750988,1.0000000000000002,8,100470,16.0
0.0395256916996047,0.2,1,100471,4.2
0.3754940711462451,1.0000000000000002,4,100472,-1.0
0.0592885375494071,0.2,1,100473,4.4
0.2015810276679842,0.6000000000000001,9,100481,5.1
0.158102766798419,0.6000000000000001,6,100482,5.9
0.5177865612648223,1.0000000000000002,8,100483,-0.9
0.4505928853754941,1.0000000000000002,8,100484,5.3
0.4110671936758894,1.0000000000000002,4,100485,3.8
0.0592885375494071,0.2,1,100486,5.8
0.4347826086956522,1.0000000000000002,8,100487,5.1
0.2015810276679842,0.4000000000000001,5,100489,3.5
0.0276679841897233,0.2,1,100490,5.6
0.150197628458498,0.6000000000000001,6,100491,4.1
0.0711462450592885,1.0000000000000002,0,100493,0.9
0.6837944664031622,1.0000000000000002,2,100494,7.9
0.3952569169960475,1.0000000000000002,4,100495,4.5
0.0158102766798419,0.2,1,100498,5.3
0.383399209486166,1.0000000000000002,4,100499,10.5
0.4189723320158104,1.0000000000000002,4,100503,4.9
0.458498023715415,1.0000000000000002,8,100504,-11.9
0.1462450592885375,0.0,7,100119,5.6
0.3241106719367589,1.0000000000000002,4,100120,14.4
0.1304347826086956,0.2,1,100121,4.3
0.3873517786561266,1.0000000000000002,4,100122,-0.7
0.3557312252964427,1.0000000000000002,4,100123,10.5
0.1027667984189723,0.4000000000000001,5,100124,4.1
0.3517786561264823,0.6000000000000001,9,100282,4.6
0.1699604743083004,0.4000000000000001,5,100283,4.6
0.0632411067193676,0.8,6,100284,8.6
0.4110671936758894,0.6000000000000001,9,100285,5.1
0.3715415019762846,1.0000000000000002,4,100868,12.4
0.0790513833992095,0.4000000000000001,5,100869,5.6
0.1897233201581028,1.0000000000000002,0,100870,16.0
0.158102766798419,0.4000000000000001,5,100871,3.6
0.0474308300395256,0.8,6,100872,14.2
0.4822134387351779,1.0000000000000002,8,100873,9.8
0.5019762845849803,0.6000000000000001,3,100874,6.0
0.4071146245059289,1.0000000000000002,4,100875,7.7
0.1778656126482213,0.4000000000000001,5,100876,3.8
0.0553359683794466,1.0000000000000002,0,100877,2.4
0.0553359683794466,1.0000000000000002,0,100878,0.9
0.6679841897233203,1.0000000000000002,2,100881,16.5
0.383399209486166,1.0000000000000002,4,100899,6.3
0.0553359683794466,0.2,1,100900,5.6
0.1462450592885375,0.2,1,100997,5.4
0.2055335968379446,0.6000000000000001,9,100998,4.1
0.3517786561264823,1.0000000000000002,4,101081,11.9
0.0592885375494071,0.4000000000000001,5,101082,5.6
0.3241106719367589,1.0000000000000002,4,101083,6.9
0.0158102766798419,0.0,7,101084,5.3
0.2845849802371542,1.0000000000000002,4,101281,11.6
0.383399209486166,1.0000000000000002,4,101282,8.0
0.3715415019762846,0.6000000000000001,9,101430,6.0
0.0909090909090909,0.4000000000000001,5,101431,4.7
0.2924901185770752,1.0000000000000002,4,101480,12.5
0.4308300395256917,1.0000000000000002,8,101481,10.0
0.4150197628458498,1.0000000000000002,4,101482,6.6
0.3201581027667984,1.0000000000000002,4,101593,-1.2
0.0909090909090909,0.0,7,101594,5.4
0.2845849802371542,0.6000000000000001,9,101597,3.5
0.067193675889328,0.4000000000000001,5,101598,2.2
0.5375494071146246,1.0000000000000002,8,101599,7.0
0.5059288537549408,0.6000000000000001,3,101600,2.3
0.1146245059288537,0.2,1,101685,1.7
0.0909090909090909,0.4000000000000001,5,101686,3.3
0.3122529644268775,0.6000000000000001,9,101687,4.8
0.0909090909090909,0.4000000000000001,5,101688,4.7
0.4347826086956522,1.0000000000000002,8,101691,-1.2
0.3715415019762846,1.0000000000000002,4,101692,1.7
0.2213438735177866,0.4000000000000001,5,101693,2.9
0.4624505928853756,1.0000000000000002,8,101694,-1.2
0.3478260869565217,0.4000000000000001,9,101696,1.7
0.1660079051383399,0.4000000000000001,5,101697,5.0
0.4268774703557312,1.0000000000000002,8,101698,11.3
0.4743083003952569,1.0000000000000002,8,101699,0.0
0.0237154150197628,0.2,1,101700,5.7
0.075098814229249,0.2,1,101701,5.2
0.1897233201581028,0.4000000000000001,5,101702,3.2
0.3952569169960475,1.0000000000000002,4,102065,0.6
0.2766798418972332,0.8,6,102066,1.2
0.1343873517786561,0.4000000000000001,5,102251,4.2
0.2450592885375494,0.4000000000000001,5,102252,2.7
0.2687747035573122,1.0000000000000002,4,102257,2.3
0.075098814229249,0.2,1,102258,5.2
0.0830039525691699,0.2,1,102259,3.8
0.2806324110671937,1.0000000000000002,4,102260,5.1
0.4901185770750988,1.0000000000000002,8,102261,-2.2
0.308300395256917,1.0000000000000002,4,102262,6.8
0.2213438735177866,0.4000000000000001,5,100348,6.5
0.0474308300395256,0.6000000000000001,6,100349,8.8
0.3359683794466404,0.8,4,100350,6.7
0.4110671936758894,1.0000000000000002,4,100351,7.0
0.1264822134387352,0.2,1,100352,5.8
0.3952569169960475,1.0000000000000002,4,100353,4.4
0.2134387351778656,0.4000000000000001,5,100354,5.2
0.6442687747035574,1.0000000000000002,2,100355,1.0
0.0948616600790513,0.2,1,100356,5.8
0.316205533596838,0.6000000000000001,9,100357,5.8
0.1383399209486166,0.4000000000000001,5,100358,5.8
0.2371541501976285,1.0000000000000002,0,100359,8.5
0.4505928853754941,1.0000000000000002,8,100360,6.8
0.1304347826086956,0.0,7,100361,5.6
0.1897233201581028,0.2,1,100362,6.2
0.6719367588932808,1.0000000000000002,2,100363,5.7
0.2213438735177866,0.2,1,100364,6.3
0.5454545454545455,1.0000000000000002,8,100365,21.1
0.2094861660079051,1.0000000000000002,0,100366,6.1
0.1976284584980237,0.4000000000000001,5,100367,6.3
0.0790513833992095,0.4000000000000001,5,100368,7.8
0.624505928853755,1.0000000000000002,2,100369,24.3
0.4071146245059289,1.0000000000000002,4,100370,9.5
0.0553359683794466,0.4000000000000001,5,100371,5.6
0.4624505928853756,1.0000000000000002,8,100372,-0.2
0.3596837944664032,1.0000000000000002,4,100952,-0.7
0.2806324110671937,0.6000000000000001,9,100953,5.6
0.4347826086956522,1.0000000000000002,8,100954,3.9
0.0592885375494071,0.4000000000000001,5,100955,5.5
0.4308300395256917,1.0000000000000002,8,101098,11.3
0.3794466403162055,1.0000000000000002,4,101127,5.7
0.0434782608695652,1.0000000000000002,0,101143,0.9
0.0948616600790513,1.0000000000000002,0,101144,-6.4
0.0,1.0000000000000002,0,101165,4.9
0.0118577075098814,0.8,6,101221,14.3
0.3675889328063242,0.6000000000000001,9,101228,5.5
0.4189723320158104,1.0000000000000002,4,101229,1.7
0.0395256916996047,1.0000000000000002,0,101230,1.4
0.1343873517786561,0.2,1,101231,5.7
0.1304347826086956,0.4000000000000001,5,101349,6.4
0.2964426877470356,1.0000000000000002,4,101350,7.7
0.3675889328063242,1.0000000000000002,4,101351,-19.7
0.075098814229249,1.0000000000000002,0,101617,5.4
0.1304347826086956,0.4000000000000001,5,101618,5.7
0.458498023715415,1.0000000000000002,8,101619,8.9
0.2173913043478261,0.6000000000000001,9,113062,4.3
0.4545454545454546,1.0000000000000002,8,113063,-0.7
0.4308300395256917,0.6000000000000001,9,113096,2.5
0.6126482213438736,1.0000000000000002,2,113102,0.1
0.0790513833992095,0.8,6,113103,15.0
0.6363636363636365,1.0000000000000002,2,113104,-1.8
0.4743083003952569,1.0000000000000002,8,113249,0.5
0.0276679841897233,0.2,1,113250,5.6
0.6166007905138341,1.0000000000000002,2,113251,-2.9
0.1027667984189723,1.0000000000000002,0,113252,0.8
0.1027667984189723,1.0000000000000002,0,113253,-6.1
0.0869565217391304,0.2,1,113254,4.1
0.5849802371541503,1.0000000000000002,8,114630,2.1
0.075098814229249,0.2,1,114633,5.4
0.0830039525691699,0.4000000000000001,5,122612,3.3
0.3320158102766799,1.0000000000000002,4,131579,4.7
0.0553359683794466,0.4000000000000001,5,125337,5.5
0.2055335968379446,0.0,7,115991,4.3
0.4782608695652175,1.0000000000000002,8,115992,2.0
0.0632411067193676,0.2,1,115993,5.4
0.1264822134387352,0.4000000000000001,5,115994,4.4
0.1739130434782609,1.0000000000000002,0,115995,1.0
0.1739130434782609,1.0000000000000002,0,116424,-0.2
0.1264822134387352,0.0,7,104483,6.4
0.0869565217391304,0.4000000000000001,5,104484,2.3
0.2213438735177866,1.0000000000000002,0,104485,2.8
0.0869565217391304,0.2,1,104486,3.7
0.0869565217391304,0.2,1,104487,4.4
0.3517786561264823,1.0000000000000002,4,104488,3.9
0.4031620553359685,1.0000000000000002,4,104489,5.9
0.1660079051383399,0.2,1,104490,4.9
0.0395256916996047,0.8,6,104491,13.2
0.2371541501976285,1.0000000000000002,0,104492,0.8
0.4031620553359685,1.0000000000000002,4,104635,8.9
0.2964426877470356,1.0000000000000002,4,104636,-1.8
0.0355731225296442,0.2,1,104722,5.6
0.2608695652173913,1.0000000000000002,0,104723,0.2
0.0632411067193676,0.2,1,104724,5.0
0.233201581027668,1.0000000000000002,0,104725,1.4
0.3557312252964427,1.0000000000000002,4,104726,16.2
0.1146245059288537,0.2,1,104727,3.9
0.3399209486166008,1.0000000000000002,4,104728,-5.2
0.1027667984189723,0.2,1,104729,4.9
0.0711462450592885,0.2,1,105024,5.4
0.1185770750988142,0.0,7,103780,5.4
0.225296442687747,0.2,1,101805,4.8
0.5177865612648223,1.0000000000000002,8,100220,8.0
0.6166007905138341,1.0000000000000002,2,120491,5.2
0.6007905138339922,1.0000000000000002,2,120488,3.1
0.6877470355731227,1.0000000000000002,2,100218,1.8
0.0355731225296442,0.2,1,100233,5.6
0.1106719367588933,0.2,1,143603,5.1
0.1660079051383399,0.4000000000000001,5,100222,2.5
0.549407114624506,1.0000000000000002,8,107288,0.9
0.715415019762846,1.0000000000000002,2,100254,7.7
0.1225296442687747,0.4000000000000001,5,100261,4.7
0.2292490118577075,1.0000000000000002,0,100262,3.3
0.1185770750988142,0.4000000000000001,5,100263,4.4
0.225296442687747,0.2,1,100264,4.1
0.1027667984189723,0.2,1,100265,4.5
0.2687747035573122,0.8,6,100278,1.6
0.150197628458498,0.6000000000000001,6,100279,6.1
0.1343873517786561,0.4000000000000001,5,100280,3.9
0.1699604743083004,1.0000000000000002,0,100281,6.6
0.1462450592885375,0.0,7,100286,5.8
0.2055335968379446,1.0000000000000002,0,100289,5.0
0.2134387351778656,1.0000000000000002,0,100290,6.2
0.3794466403162055,0.6000000000000001,9,100291,6.6
0.2450592885375494,1.0000000000000002,0,100292,3.8
0.1383399209486166,0.2,1,100298,5.2
0.1383399209486166,0.2,1,100299,5.2
0.0474308300395256,0.8,6,100300,14.2
0.2964426877470356,1.0000000000000002,4,100301,7.3
0.1106719367588933,1.0000000000000002,0,100828,4.8
0.3715415019762846,1.0000000000000002,4,100829,23.2
0.0355731225296442,0.4000000000000001,5,100830,5.6
0.1462450592885375,0.4000000000000001,5,100831,5.4
0.2055335968379446,0.4000000000000001,5,100832,4.0
0.0790513833992095,0.4000000000000001,5,100833,5.6
0.0276679841897233,0.8,6,100834,11.2
0.1225296442687747,0.4000000000000001,5,100835,5.5
0.2094861660079051,1.0000000000000002,0,100836,-0.7
0.2490118577075099,1.0000000000000002,0,101372,5.0
0.5652173913043479,1.0000000000000002,8,118069,0.8
0.5849802371541503,1.0000000000000002,8,100312,13.9
0.0869565217391304,0.2,1,100313,4.2
0.0592885375494071,0.4000000000000001,5,100314,4.4
0.7114624505928855,1.0000000000000002,2,100315,-1.9
0.5059288537549408,0.6000000000000001,3,100316,2.5
0.5415019762845851,1.0000000000000002,8,100317,-0.5
0.6640316205533598,1.0000000000000002,2,100318,-0.9
0.2766798418972332,0.2,1,100319,3.3
0.557312252964427,1.0000000000000002,8,100321,6.7
0.308300395256917,1.0000000000000002,4,100323,-4.3
0.5256916996047432,1.0000000000000002,8,100325,-3.2
0.0395256916996047,0.4000000000000001,5,100332,5.6
0.0553359683794466,1.0000000000000002,0,100864,1.0
0.1264822134387352,1.0000000000000002,0,100865,2.2
0.0830039525691699,0.2,1,101184,5.0
0.557312252964427,1.0000000000000002,8,101185,-1.9
0.2648221343873518,1.0000000000000002,4,139534,2.3
0.2529644268774703,0.6000000000000001,9,139535,1.7
0.0355731225296442,0.4000000000000001,5,139536,5.7
0.1225296442687747,0.4000000000000001,5,139537,5.2
0.2371541501976285,1.0000000000000002,0,139538,3.7
0.1699604743083004,1.0000000000000002,0,139539,1.2
0.0434782608695652,0.2,1,107578,5.6
0.0474308300395256,0.4000000000000001,5,107579,2.8
0.2450592885375494,1.0000000000000002,0,107589,-1.2
0.1739130434782609,1.0000000000000002,0,107646,8.1
0.1185770750988142,1.0000000000000002,0,107647,1.7
0.1857707509881423,1.0000000000000002,0,107648,0.6
0.1225296442687747,0.2,1,107649,5.2
0.0988142292490118,0.2,1,107656,4.5
0.1897233201581028,1.0000000000000002,0,107657,0.6
0.4466403162055337,1.0000000000000002,8,117141,0.3
0.3478260869565217,1.0000000000000002,4,122388,1.7
0.3596837944664032,1.0000000000000002,4,122389,-1.6
0.3715415019762846,1.0000000000000002,4,122390,2.6
0.2924901185770752,1.0000000000000002,4,124233,8.5
0.3201581027667984,1.0000000000000002,4,124303,14.6
0.2055335968379446,0.0,7,124305,4.7
0.1106719367588933,1.0000000000000002,0,112408,0.2
0.1146245059288537,1.0000000000000002,0,112645,1.6
0.0988142292490118,1.0000000000000002,0,112647,0.2
0.1304347826086956,0.6000000000000001,6,112648,4.4
0.2648221343873518,0.2,1,113142,1.7
0.0592885375494071,0.0,7,100379,5.6
0.233201581027668,0.8,6,100383,5.3
0.1067193675889328,0.4000000000000001,5,100385,4.2
0.4980237154150199,1.0000000000000002,8,100386,8.8
0.6719367588932808,1.0000000000000002,2,100387,12.1
0.1027667984189723,0.4000000000000001,5,100837,5.1
0.3715415019762846,0.8,4,100838,4.8
0.0869565217391304,0.4000000000000001,5,100851,3.6
0.4940711462450594,0.8,8,100853,4.2
0.2490118577075099,0.2,1,100856,3.9
0.0830039525691699,0.4000000000000001,5,100858,4.5
0.4505928853754941,1.0000000000000002,8,100859,3.2
0.0513833992094861,0.8,6,101665,14.2
0.4071146245059289,1.0000000000000002,4,101667,5.6
0.225296442687747,0.2,1,101862,4.4
0.4743083003952569,1.0000000000000002,8,101864,5.1
0.2055335968379446,0.2,1,102172,6.0
0.0355731225296442,1.0000000000000002,0,102173,1.5
0.0553359683794466,1.0000000000000002,0,102174,0.9
0.3754940711462451,1.0000000000000002,4,102431,8.4
0.0553359683794466,0.2,1,102432,5.6
0.1225296442687747,0.2,1,102433,5.3
0.0592885375494071,0.4000000000000001,5,102673,5.7
0.4189723320158104,1.0000000000000002,4,102675,10.7
0.4387351778656126,1.0000000000000002,8,102676,-7.0
0.6007905138339922,1.0000000000000002,2,102677,20.4
0.1897233201581028,1.0000000000000002,0,102751,5.0
0.3122529644268775,0.6000000000000001,9,102752,4.0
0.383399209486166,1.0000000000000002,4,102753,1.3
0.1106719367588933,0.4000000000000001,5,102848,4.3
0.316205533596838,1.0000000000000002,4,102849,8.7
0.5296442687747036,1.0000000000000002,8,102851,2.7
0.4426877470355731,1.0000000000000002,8,103048,1.8
0.1264822134387352,0.4000000000000001,5,103050,5.9
0.4545454545454546,1.0000000000000002,8,103051,0.0
0.5889328063241108,1.0000000000000002,2,103052,2.1
0.2727272727272728,1.0000000000000002,4,122640,2.3
0.1067193675889328,0.0,7,116484,5.3
0.075098814229249,0.2,1,116485,4.1
0.0909090909090909,0.2,1,120084,4.3
0.1185770750988142,0.2,1,120086,4.6
0.3715415019762846,1.0000000000000002,4,125305,2.9
0.1422924901185771,0.2,1,125306,4.3
0.1343873517786561,1.0000000000000002,0,133836,-2.3
0.1304347826086956,0.4000000000000001,5,133837,4.2
0.2450592885375494,1.0000000000000002,0,133838,4.0
0.3636363636363636,1.0000000000000002,4,133839,4.7
0.0434782608695652,0.2,1,135598,5.6
0.1146245059288537,0.2,1,135599,5.5
0.158102766798419,1.0000000000000002,0,135600,2.0
0.1739130434782609,0.2,1,135601,4.5
0.075098814229249,0.2,1,138254,5.5
0.1976284584980237,1.0000000000000002,0,100171,7.3
0.2055335968379446,1.0000000000000002,0,100172,1.0
0.2055335968379446,1.0000000000000002,0,100173,6.8
0.2015810276679842,1.0000000000000002,0,100174,5.2
0.2292490118577075,1.0000000000000002,0,100175,5.6
0.1976284584980237,1.0000000000000002,0,100176,6.9
0.0909090909090909,0.2,1,100177,5.6
0.225296442687747,1.0000000000000002,0,100630,8.8
0.1976284584980237,1.0000000000000002,0,100631,10.6
0.2292490118577075,1.0000000000000002,0,101065,5.4
0.2015810276679842,1.0000000000000002,0,101066,0.9
0.2173913043478261,0.4000000000000001,5,103490,5.4
0.1778656126482213,1.0000000000000002,0,103491,-0.5
0.0,0.8,6,103734,14.3
0.0355731225296442,0.0,7,103735,5.4
0.4861660079051384,1.0000000000000002,8,103736,2.4
0.0158102766798419,0.6000000000000001,6,107693,5.5
0.4861660079051384,1.0000000000000002,8,108479,2.9
0.1185770750988142,0.0,7,100638,5.8
0.2845849802371542,1.0000000000000002,4,100639,5.5
0.1146245059288537,0.4000000000000001,5,100640,3.8
0.3320158102766799,1.0000000000000002,4,100641,4.2
0.2015810276679842,0.8,6,100643,6.2
0.4426877470355731,1.0000000000000002,8,100644,11.1
0.3359683794466404,1.0000000000000002,4,100645,15.0
0.3399209486166008,0.8,4,100717,5.2
0.3201581027667984,0.4000000000000001,9,100915,5.9
0.2885375494071146,1.0000000000000002,4,100917,-1.9
0.2411067193675889,0.6000000000000001,9,100927,2.2
0.3122529644268775,1.0000000000000002,4,100928,-1.0
0.2490118577075099,1.0000000000000002,0,100929,-4.9
0.0158102766798419,1.0000000000000002,0,100934,14.8
0.4071146245059289,1.0000000000000002,4,100968,-1.6
0.7193675889328064,1.0000000000000002,2,100999,12.8
0.3675889328063242,1.0000000000000002,4,101001,6.5
0.0474308300395256,0.2,1,101002,5.6
0.6679841897233203,0.6000000000000001,3,101003,0.1
0.6719367588932808,0.6000000000000001,3,101160,1.1
0.6719367588932808,0.6000000000000001,3,101169,0.5
0.6719367588932808,0.6000000000000001,3,101206,1.0
0.3992094861660079,1.0000000000000002,4,101295,8.7
0.316205533596838,0.6000000000000001,9,101530,3.1
0.7786561264822135,1.0000000000000002,2,101551,-12.1
0.5098814229249014,1.0000000000000002,8,101929,-2.7
0.158102766798419,0.4000000000000001,5,101932,5.7
0.4703557312252965,1.0000000000000002,8,101933,1.6
0.2924901185770752,0.6000000000000001,9,101934,4.8
0.1343873517786561,0.4000000000000001,5,101935,5.2
0.2490118577075099,0.6000000000000001,9,101950,4.6
0.3596837944664032,1.0000000000000002,4,101951,6.4
0.0988142292490118,0.2,1,101952,5.2
0.3241106719367589,1.0000000000000002,4,102030,5.9
0.0474308300395256,1.0000000000000002,0,102053,0.9
0.0158102766798419,0.0,7,102054,5.3
0.5375494071146246,1.0000000000000002,8,102055,16.0
0.067193675889328,0.4000000000000001,5,102056,5.5
0.1146245059288537,0.2,1,102058,4.6
0.2529644268774703,1.0000000000000002,0,102061,8.2
0.6719367588932808,0.6000000000000001,3,102201,1.9
0.3201581027667984,1.0000000000000002,4,102202,-8.7
0.233201581027668,1.0000000000000002,0,125711,0.7
0.2411067193675889,0.8,6,100602,1.2
0.0869565217391304,0.2,1,100603,5.3
0.2213438735177866,0.6000000000000001,9,100604,3.9
0.0513833992094861,0.2,1,100605,3.5
0.5533596837944665,1.0000000000000002,8,100606,7.3
0.0869565217391304,0.2,1,100607,4.5
0.4505928853754941,0.4000000000000001,3,100608,4.1
0.632411067193676,1.0000000000000002,2,100609,2.2
0.3794466403162055,1.0000000000000002,4,100610,3.2
0.1897233201581028,0.4000000000000001,5,100611,3.9
0.1778656126482213,1.0000000000000002,0,100612,11.4
0.4505928853754941,1.0000000000000002,8,100613,-1.8
0.715415019762846,1.0000000000000002,2,100614,7.3
0.2608695652173913,1.0000000000000002,0,100617,-1.3
0.0434782608695652,0.2,1,100618,5.7
0.1067193675889328,0.2,1,100619,5.6
0.458498023715415,1.0000000000000002,8,100620,1.4
0.4624505928853756,1.0000000000000002,8,100621,3.8
0.4743083003952569,1.0000000000000002,8,100622,3.5
