expense_ratio,risk_level,returns_3yr,cluster
0.08300395256916998,0.4000000000000001,0.046989720998531576,0
0.11857707509881424,0.0,0.02202643171806168,9
0.18577075098814233,0.8,0.22907488986784136,3
0.2173913043478261,1.0000000000000002,0.22466960352422904,8
0.43873517786561267,1.0000000000000002,0.31277533039647576,1
0.12252964426877472,0.4000000000000001,0.0513950073421439,0
0.09881422924901187,0.2,0.05580029368575623,4
0.24901185770750991,0.6000000000000001,0.08370044052863435,7
0.3241106719367589,1.0000000000000002,0.5359765051395007,6
0.6600790513833993,1.0000000000000002,0.3994126284875183,5
0.22924901185770755,0.4000000000000001,0.06901615271659324,0
0.4268774703557312,1.0000000000000002,0.27900146842878115,1
0.3754940711462451,1.0000000000000002,0.25110132158590304,8
0.4545454545454546,0.6000000000000001,0.12334801762114536,7
0.316205533596838,1.0000000000000002,0.3186490455212922,8
0.06719367588932808,0.2,0.045521292217327466,4
0.3952569169960475,1.0000000000000002,0.3039647577092511,1
0.0632411067193676,1.0000000000000002,0.27019089574155647,2
0.11067193675889331,0.6000000000000001,0.14684287812041116,3
0.11857707509881424,0.8,0.2055800293685756,3
0.383399209486166,1.0000000000000002,0.33773861967694563,1
0.03557312252964427,0.8,0.1292217327459618,3
0.09090909090909091,0.4000000000000001,0.039647577092511016,0
0.1699604743083004,0.4000000000000001,0.05580029368575623,0
0.3003952569169961,1.0000000000000002,0.3186490455212922,8
0.6482213438735179,1.0000000000000002,0.474302496328928,5
0.8260869565217392,1.0000000000000002,0.2848751835535976,5
0.05928853754940712,0.4000000000000001,0.016152716593245242,0
0.13043478260869568,0.4000000000000001,0.046989720998531576,0
0.5928853754940713,1.0000000000000002,0.27019089574155647,5
0.316205533596838,0.6000000000000001,0.16446402349486047,7
0.45059288537549413,1.0000000000000002,0.3627019089574155,1
0.05928853754940712,0.4000000000000001,0.033773861967694566,0
0.10276679841897235,1.0000000000000002,0.32599118942731276,2
0.4189723320158104,1.0000000000000002,0.38913362701908955,1
0.3399209486166008,0.6000000000000001,0.15565345080763582,7
0.11067193675889331,0.4000000000000001,0.036710719530102784,0
0.1264822134387352,0.4000000000000001,0.06607929515418501,0
0.3873517786561266,1.0000000000000002,0.41556534508076354,1
0.3438735177865613,1.0000000000000002,0.18795888399412627,8
0.09881422924901187,0.0,0.023494860499265788,9
0.25296442687747034,1.0000000000000002,0.13362701908957414,8
0.10671936758893283,0.4000000000000001,0.045521292217327466,0
0.22529644268774707,1.0000000000000002,0.2055800293685756,8
0.3952569169960475,1.0000000000000002,0.21292217327459617,8
0.0632411067193676,0.4000000000000001,0.06167400881057268,0
0.29644268774703564,0.6000000000000001,0.06020558002936857,7
0.0790513833992095,0.4000000000000001,0.046989720998531576,0
0.3241106719367589,0.6000000000000001,0.13803230543318645,7
0.25296442687747034,1.0000000000000002,0.21439060205580024,8
0.26877470355731226,1.0000000000000002,0.16886930983847281,8
0.13043478260869568,0.4000000000000001,0.03817914831130691,0
0.04347826086956523,0.8,0.1277533039647577,3
0.03557312252964427,0.2,0.014684287812041119,4
0.31225296442687756,1.0000000000000002,0.1820851688693098,8
0.2015810276679842,1.0000000000000002,0.3215859030837004,2
0.316205533596838,0.6000000000000001,0.11160058737151249,7
0.09486166007905139,0.4000000000000001,0.052863436123348026,0
0.1897233201581028,1.0000000000000002,0.45814977973568277,2
0.13043478260869568,0.6000000000000001,0.06020558002936857,3
0.09090909090909091,0.2,0.03817914831130691,4
0.26086956521739135,1.0000000000000002,0.21732745961820849,8
0.1422924901185771,0.8,0.13803230543318645,3
0.7944664031620554,1.0000000000000002,0.1292217327459618,5
0.8458498023715417,0.4000000000000001,0.1791483113069016,7
0.5849802371541503,0.6000000000000001,0.1395007342143906,7
0.7233201581027668,1.0000000000000002,0.3274596182085169,5
0.047430830039525695,0.2,0.014684287812041119,4
0.5889328063241108,1.0000000000000002,0.47136563876651977,5
0.7351778656126483,1.0000000000000002,0.381791483113069,5
0.3517786561264823,1.0000000000000002,0.34948604992657856,1
0.36363636363636365,0.2,0.08076358296622616,4
0.49407114624505943,1.0000000000000002,0.3773861967694566,1
0.11857707509881424,0.4000000000000001,0.02055800293685757,0
0.2173913043478261,1.0000000000000002,0.2540381791483113,8
0.1699604743083004,0.0,0.019089574155653447,9
0.6205533596837945,1.0000000000000002,0.23348017621145373,5
0.2845849802371542,0.6000000000000001,0.08663729809104256,7
0.10276679841897235,0.2,0.033773861967694566,4
0.2845849802371542,0.6000000000000001,0.11160058737151249,7
0.2569169960474309,0.4000000000000001,0.035242290748898675,0
0.4189723320158104,1.0000000000000002,0.25110132158590304,8
0.24110671936758896,1.0000000000000002,0.2907488986784141,8
0.031620553359683806,0.4000000000000001,0.023494860499265788,0
0.34782608695652173,1.0000000000000002,0.2966226138032305,8
0.051383399209486175,0.2,0.016152716593245242,4
0.13043478260869568,0.4000000000000001,0.039647577092511016,0
0.24901185770750991,0.4000000000000001,0.024963289280469897,0
0.20948616600790515,1.0000000000000002,0.4008810572687224,2
0.4110671936758894,1.0000000000000002,0.3744493392070484,1
0.12252964426877472,0.4000000000000001,0.035242290748898675,0
0.16600790513833993,1.0000000000000002,0.3083700440528634,2
0.2015810276679842,0.6000000000000001,0.11894273127753302,3
0.37154150197628466,1.0000000000000002,0.34361233480176206,1
0.13043478260869568,0.2,0.039647577092511016,4
0.2371541501976285,0.4000000000000001,0.029368575624082224,0
0.21343873517786563,1.0000000000000002,0.3480176211453744,2
0.22529644268774707,1.0000000000000002,0.24669603524229072,8
0.22924901185770755,1.0000000000000002,0.3582966226138032,2
0.1936758893280633,1.0000000000000002,0.31571218795888395,2
